state,year,population,firearm_homicide_rate,firearm_suicide_rate,permit_rate,background_check_total,civ_non_institution_pop_rate,labor_force_population_percentage,police_rate,state_imprisonment_rate,alc_per_capita,poverty_rate,cocaine_death_rate,gender_ratio,ages_5_9_pop_percent,ages_10_14_pop_percent,ages_15_19_pop_percent,ages_20_24_pop_percent,ages_25_29_pop_percent,ages_30_34_pop_percent,ages_35_45_pop_percent,ages_45_54_pop_percent,ages_55_59_pop_percent,ages_60_64_pop_percent,ages_65_74_pop_percent,ages_75_84_pop_percent,ages_85_plus_pop_percent,white_nonhispanic_pop_percent,black_nonhispanic_pop_percent,indigenious_nonhispanic_pop_percent,asian_pacific_nonhispanic_pop_perent,white_hispanic_pop_percent,black_hispanic_pop_percent,indigenious_hispanic_pop_percent,asian_pacific_hispanic_pop_percent,black_urban_youth_pop_percent,hispanic_urban_youth_pop_percent,military_veteran_pop_percent,foreign_born_pop_percent,urban_household_pop_percent,single_parent_pop_percent,biracial_nonhispanic_pop_percent,biracial_hispanic_pop_percent,bachelor_degree_pop_percent,high_school_degree_pop_percent,no_highschool_degree_pop_percent,some_college_pop_percent,cpi,income,income_2000,poc_type,denied_adjudicated_mh,denied_alien,denied_crime,denied_dishonorable_discharge,denied_dv_misdemeanor,denied_dv_restraining,denied_fed_denied_person_file,denied_fugitive,denied_renounced_citizen,denied_state_prohibitor,denied_substance_use,denied_under_indictment,reported_adjudicated_mh,denied_total
Kansas,2002,2713535,6.49,10.34,0,34.68169749,7.474740514,0.697,2.608037118,1.8,1.88,10.1,0.773898255,97.79422377,0.070159036,0.074837804,0.078133873,0.074367569,0.060700157,0.065634679,0.148177562,0.138906629,0.050068269,0.038213253,0.063449707,0.047975795,0.019173145,0.82177676,0.056737798,0.008411537,1.987002195,0.071635708,0.002060412,0.001685624,0.000581898,0.018155682,0.025089414,0.106726714,0.063186116,0.63122828,0.165432386,0.015629797,0.001610445,0.24559109,0.290549845,0.183523124,0.280335942,1.799,29861.03391,28000.92607,Non-POC,3,19,425,1,234,83,2,52,0,22,86,0,NA,927
Kentucky,2002,4089875,7.61,15.41,0,56.09535744,7.65162016,0.621,2.014976008,2.16,1.77,14.2,0.855771876,95.94815695,0.066392494,0.069920474,0.069460069,0.07326752,0.064299031,0.07076182,0.153853113,0.142982609,0.055240319,0.043920413,0.067017696,0.04308518,0.014257404,0.887962346,0.074113268,0.002016443,0.866579052,0.015745713,0.001048198,0.000332039,0.000279226,0.016087031,0.006786799,0.098799032,0.028489981,0.434606758,0.151323799,0.009345029,0.000491947,0.185917362,0.339630356,0.236969882,0.2374824,1.799,26180.10006,24958.94942,Non-POC,12,8,1413,1,213,593,15,91,0,80,297,0,NA,2723
Louisiana,2002,4497267,4.08,12.76,0.005114217,37.70734537,7.359374038,0.606,3.897922894,3.4,2.26,17.5,0.889429069,94.22243086,0.070819678,0.076598966,0.079306165,0.078062743,0.063172811,0.066857049,0.148858851,0.138117884,0.051241343,0.040102355,0.06257467,0.04047347,0.012920958,0.620765678,0.32475479,0.005667442,1.333521003,0.023317272,0.00271476,0.000499414,0.000324419,0.132997323,0.008130044,0.088241321,0.034075621,0.801941385,0.223951599,0.007892349,0.000728665,0.186133595,0.326051609,0.269435266,0.218379531,1.799,25645.9144,25042.22568,Non-POC,13,26,1823,2,164,223,10,138,0,61,181,0,NA,2641
Maine,2002,1295960,17.17,8.46,0,38.52125066,7.83881447,0.665,1.734621439,0.83,2.33,13.4,NA,95.10829146,0.060798173,0.071463625,0.071653446,0.057185407,0.052054076,0.06445415,0.160991852,0.157687737,0.060383037,0.045073922,0.074343344,0.051030124,0.018664928,0.961549739,0.006595883,0.005622087,0.824408161,0.007546529,0.00047841,0.000250779,0.000167443,0.000289685,0.000474482,0.118027118,0.038717125,0.389367939,0.198672327,0.009141486,0.000403562,0.20901779,0.385805053,0.165065892,0.240111265,1.799,29057.25403,28414.4358,Non-POC,0,2,177,0,62,31,8,7,0,13,9,0,NA,309
Maryland,2002,5440389,14.67,6.15,5.106436323,14.47764121,7.548539268,0.699,2.823878954,1.87,2.12,7.4,2.444678129,93.25073876,0.06880372,0.075790352,0.06888092,0.062654895,0.060833701,0.073139623,0.168136506,0.146941515,0.055660542,0.040366415,0.059481408,0.040483135,0.013071308,0.607155849,0.282163647,0.002548899,4.42499608,0.042029531,0.005066917,0.001104517,0.000695722,0.1150548,0.028064487,0.095172442,0.124777541,0.923858081,0.161668369,0.013538738,0.00144622,0.320649908,0.265560015,0.192840902,0.220949175,1.799,37723.17954,36418.52918,Partial-Purchase,3,15,1023,2,22,46,1,21,0,15,35,0,NA,1183
Massachusetts,2002,6417206,2.11,0.04,8.75380968,14.77652424,7.800980676,0.685,2.639933953,0.31,2.47,10,3.194536688,93.32217883,0.06425943,0.069207534,0.067710309,0.065739202,0.064682823,0.074070086,0.163685722,0.142401382,0.054660237,0.039167669,0.06466724,0.049948217,0.018621967,0.814300492,0.056697416,0.0018854,4.291883415,0.059064646,0.010388477,0.001256154,0.000903041,0.032632577,0.041593416,0.089453729,0.145255218,0.955687639,0.169565424,0.010362765,0.002222774,0.30437004,0.296502235,0.179256935,0.21987079,1.799,39742.07893,37925.15953,Non-POC,0,1,80,0,1,6,3,0,0,11,10,0,NA,112
Michigan,2002,10015710,11.48,7.82,15.20341543,35.29854598,7.609560381,0.658,2.338326489,1.5,2.13,11.6,0.948509891,96.37988609,0.070624649,0.076909775,0.072682616,0.068195665,0.059915672,0.070166868,0.154615499,0.143956444,0.053572637,0.040217818,0.063146497,0.044763377,0.014913471,0.783492533,0.141692501,0.00543576,2.016502075,0.031504706,0.002021624,0.000753117,0.000331479,0.058129949,0.012949296,0.085891434,0.057025894,0.875385688,0.182857017,0.013556603,0.001046656,0.196670708,0.336448439,0.195061167,0.271819686,1.799,30332.96276,29280.70039,Partial-Permit,10,31,2082,1,276,109,4,58,0,44,179,0,NA,2794
Minnesota,2002,5018935,0.83,6.51,7.739490549,38.33323205,7.617349099,0.748,1.71590188,1.05,2.41,6.5,0.398490915,98.2824386,0.068931158,0.075406037,0.075949977,0.068986548,0.062121546,0.069996523,0.161007863,0.142198893,0.050628271,0.038220858,0.05890951,0.04340383,0.017800191,0.87124101,0.039084985,0.010613606,3.238914232,0.030088256,0.001115376,0.001003201,0.00039092,0.011981692,0.011673052,0.081695451,0.052484595,0.728605041,0.132182657,0.013002958,0.001070546,0.263826003,0.280654085,0.140597424,0.314922488,1.799,33898.83268,32403.08171,Non-POC,3,30,1625,1,224,79,7,37,2,46,65,0,NA,2119
Mississippi,2002,2858681,15.18,15.36,0,52.45356163,7.387861745,0.609,2.055843237,2.02,2.13,18.4,NA,93.75476138,0.072224568,0.077223727,0.078470106,0.078486197,0.063385177,0.066802487,0.144578566,0.133770435,0.051339411,0.041361033,0.065240578,0.041213413,0.014370963,0.603471671,0.36229156,0.004164508,0.723270627,0.01335616,0.002321,0.000360306,0.00025921,0.049358275,0.003049094,0.070803499,0.014332073,0.331677636,0.212619265,0.006075179,0.000467698,0.172129676,0.302834141,0.260906032,0.264130152,1.799,23172.87382,22224.23346,Non-POC,16,7,1224,1,69,25,4,157,0,33,67,0,NA,1603
Missouri,2002,5674825,10.68,11.87,0,34.8891816,7.595705594,0.696,2.366769019,3.07,2.27,9.9,1.057301326,94.97927487,0.067725436,0.073702008,0.073188512,0.070203751,0.061039944,0.066898098,0.152268484,0.138847277,0.053900693,0.04288467,0.068767936,0.047605345,0.01745675,0.832753962,0.11347275,0.004215813,1.296780077,0.021664809,0.001109109,0.000503804,0.000273136,0.046241077,0.003290707,0.10022903,0.025393568,0.734952187,0.189640353,0.012302053,0.000736763,0.226643805,0.349268358,0.182695208,0.241392629,1.799,29245.13619,27961.68093,Non-POC,12,9,1518,0,152,245,4,168,0,34,120,0,NA,2262
Montana,2002,911667,17.17,2.75,2.97257661,83.71697122,7.679295181,0.667,1.85594082,1.7,2.65,13.5,NA,99.61529366,0.064207655,0.074633611,0.079350245,0.069285167,0.052544405,0.058054092,0.14631768,0.157004696,0.058037639,0.044883713,0.07008151,0.047915522,0.017793778,0.89162929,0.003342229,0.060865426,0.607019888,0.018477141,0.00035649,0.002295794,0.000279707,0.000602863,0.00471077,0.121011427,0.026567373,0.255915737,0.198363138,0.015472755,0.001210968,0.203153041,0.318203754,0.173529356,0.305113849,1.799,25296.27571,23614.0856,Non-POC,2,4,540,0,351,64,9,49,0,11,92,0,NA,1122
Nebraska,2002,1728292,2.45,8.38,9.031459962,24.98246824,7.515940593,0.735,2.023384937,1.14,2.23,10.6,NA,97.56356574,0.0691139,0.07455511,0.079090802,0.072781683,0.061878433,0.06530378,0.146741407,0.138917498,0.049717293,0.038582022,0.065762036,0.048643979,0.019945704,0.862209627,0.040923062,0.008040887,1.459996343,0.059381169,0.001239953,0.00182608,0.000599436,0.019152736,0.011843018,0.089720785,0.042837102,0.579409584,0.140416807,0.010004675,0.001175149,0.232770926,0.305513328,0.154386887,0.30732886,1.799,30695.94219,29345.78988,Partial-Permit,0,4,196,0,82,8,2,9,0,8,10,0,NA,319
Nevada,2002,2173791,12.45,2.03,0,21.69251782,7.520456198,0.691,2.266087218,2.24,3.56,8.9,2.85216012,103.202856,0.071269041,0.07159888,0.062498649,0.066984821,0.070096895,0.078062242,0.156954371,0.137252845,0.057169249,0.045056769,0.065952983,0.036308458,0.00889828,0.629755114,0.068801002,0.010366222,5.571694795,0.198893086,0.004464551,0.004024306,0.002791897,0.035770452,0.103659901,0.099117023,0.185787942,0.871104234,0.165162319,0.021273434,0.00391344,0.184882345,0.338622623,0.210548253,0.265946779,1.799,31882.15675,30813.1751,POC,0,0,0,0,0,0,0,1,0,0,0,0,NA,1
New Hampshire,2002,1269089,17.17,6.87,7.941917391,39.13515916,7.724470073,0.716,1.934458497,0.89,4.09,5.8,1.733526963,97.16147775,0.067456262,0.075803982,0.072162788,0.0590589,0.052477801,0.069140935,0.172844458,0.155231824,0.057189055,0.040419545,0.061782113,0.041894619,0.015012343,0.944927424,0.007986831,0.002237038,1.606664308,0.017397519,0.001298569,0.000346705,0.000242694,0.001048974,0.009841084,0.109234481,0.058928576,0.606658542,0.185134281,0.008855959,0.000640617,0.268284772,0.328359127,0.147402806,0.255953294,1.799,35514.73041,35566.62257,Partial-Purchase,0,2,218,0,39,12,28,7,0,6,19,0,NA,331
New Jersey,2002,8552643,5.73,3.72,0,5.064867083,7.642016626,0.665,3.62765054,1.71,2.24,7.9,2.665842594,94.43123251,0.068983354,0.072429774,0.063900715,0.058002421,0.061350275,0.073305877,0.167232515,0.14229157,0.055251926,0.040978678,0.065755229,0.04817353,0.016542489,0.649599077,0.132001418,0.001445518,6.483715034,0.124194357,0.01240903,0.001952145,0.001312927,0.046859299,0.043215409,0.08318014,0.203551615,1,0.142546762,0.009605686,0.002642692,0.281203922,0.320864084,0.181934496,0.215997498,1.799,40963.86882,38863.21401,POC,0,1,17,0,0,0,1,0,0,0,0,0,NA,19
New Mexico,2002,1855309,10.49,2.13,0,43.15022457,7.398880726,0.637,2.244370075,1.09,2.4,17.9,4.850943967,96.98435854,0.071637124,0.079589977,0.079927926,0.071724441,0.061239395,0.063441184,0.146799805,0.140523762,0.053251507,0.041458323,0.065508764,0.040573834,0.013198341,0.438728535,0.017330267,0.08982978,1.147895041,0.410240019,0.004488201,0.010179436,0.002097225,0.007351866,0.130614074,0.099052297,0.084550188,0.581060639,0.218667212,0.010968523,0.004659062,0.210038888,0.28590976,0.248372869,0.255678482,1.799,25777.09839,24213.29183,Non-POC,9,25,802,0,167,11,6,59,0,40,55,0,NA,1174
New York,2002,19137800,7.02,3.84,2.537491248,8.408855772,7.699585637,0.629,3.423956777,1.42,1.92,14,2.069203357,93.2539743,0.066922112,0.071774237,0.068518377,0.067498824,0.066126044,0.073882264,0.158837066,0.138750118,0.053909645,0.041250353,0.065875127,0.046494163,0.016819958,0.61631316,0.151126984,0.003015498,6.17447669,0.123547795,0.024818945,0.003156528,0.001692149,0.07057863,0.056120448,0.061482489,0.228005399,0.902031801,0.178041697,0.01066852,0.003915654,0.251835689,0.297274174,0.21597996,0.234910177,1.799,36281.82324,35397.19844,Non-POC,3,43,1153,1,181,162,10,26,0,55,85,0,NA,1719
North Carolina,2002,8326201,13.16,12.14,10.50383002,32.29756284,7.54985497,0.666,2.550262719,1.15,2.02,14.3,1.621387713,95.90236082,0.066314157,0.070448335,0.068206977,0.07112007,0.068169505,0.076207384,0.155523269,0.138983914,0.054781166,0.041911671,0.065537572,0.041532507,0.013174796,0.692209809,0.214416995,0.011874203,1.648819191,0.048678863,0.003519252,0.001562057,0.000615647,0.080021398,0.019641125,0.083782507,0.053202524,0.694209032,0.190659634,0.009531358,0.001103625,0.195921602,0.304624212,0.246656088,0.252798098,1.799,28506.9483,26649.36187,Partial-Permit,13,53,2786,1,150,168,33,126,0,52,157,0,NA,3539
North Dakota,2002,638168,17.17,13.92,2.867583458,49.10775846,7.595194369,0.703,1.803600306,1.22,2.5,11.6,NA,100.042004,0.063364193,0.071164646,0.085030901,0.084808389,0.05593198,0.058760389,0.142887139,0.142384137,0.050160773,0.039168369,0.070417194,0.053279074,0.023586266,0.912049805,0.007295884,0.049419589,0.709217635,0.011807236,0.000468529,0.001110993,0.000162966,0.000857622,0.001756763,0.097359223,0.019673571,0.462553021,0.152790504,0.010041243,0.000551579,0.2190346,0.308599502,0.157356105,0.315009793,1.799,27157.86548,26290.41245,Non-POC,0,3,173,0,78,2,3,10,0,5,33,0,NA,307
Ohio,2002,11407889,7.57,8.07,0,26.0375079,7.634640379,0.672,2.163765794,2.25,1.95,9.8,1.428835782,94.69430666,0.068562291,0.073774999,0.07119389,0.067855148,0.060530656,0.067722258,0.152683551,0.144297424,0.053412161,0.042038891,0.067783531,0.048695249,0.016040216,0.83544186,0.116417507,0.001959872,1.320279326,0.018438468,0.001749754,0.00036054,0.00023326,0.04964323,0.006422852,0.09293231,0.038843406,0.847298229,0.196193281,0.011473551,0.000722395,0.211440361,0.357011754,0.183525868,0.248022017,1.799,29808.78266,28520.68482,Non-POC,9,24,2422,3,880,277,25,90,0,58,401,0,NA,4189
Oklahoma,2002,3489080,7.94,15.48,0,45.71090373,7.484007245,0.646,2.072466094,2.42,1.82,14.1,NA,97.22567662,0.067326917,0.072729487,0.076213214,0.076626503,0.062870441,0.065421544,0.14449855,0.136486409,0.054322056,0.043358421,0.069546987,0.045769945,0.015888142,0.730069818,0.074693902,0.078591205,1.526820824,0.052516709,0.001760349,0.003400037,0.000572644,0.030202562,0.022489131,0.102032855,0.045285349,0.66353643,0.181202605,0.041061254,0.002065874,0.168844561,0.337367541,0.213689983,0.280097914,1.799,26807.11506,24755.06615,Non-POC,16,16,1321,0,189,56,5,128,0,33,78,0,NA,1842
Oregon,2002,3513424,3.32,13.8,0.196674241,39.13931253,7.74400414,0.675,1.630603081,1.44,2.34,10.9,0.768481117,98.37233489,0.065204769,0.070618291,0.070320007,0.070184527,0.065663011,0.070466872,0.146165108,0.151640109,0.056812955,0.041423409,0.062984997,0.047299159,0.017219669,0.826737678,0.016250529,0.011702544,3.431695121,0.08159704,0.001399205,0.002738354,0.00096544,0.004773164,0.041470502,0.085590727,0.097410547,0.756605016,0.15997776,0.021839379,0.002452878,0.228139246,0.279114556,0.189135208,0.303610989,1.799,29305.7254,27752.05447,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Pennsylvania,2002,12331031,8.92,7.93,0.470195882,46.03848616,7.752007111,0.651,2.148887632,1.1,2.06,9.5,1.159675943,93.76738732,0.063650801,0.071077187,0.070420227,0.063895468,0.055993777,0.065160245,0.153093119,0.145384275,0.055598838,0.043300272,0.075499202,0.058799544,0.019924287,0.833461127,0.100117581,0.001284159,2.04766333,0.029808943,0.004330538,0.000653717,0.000422268,0.040164129,0.016805486,0.09850288,0.060271252,0.857002259,0.167882205,0.008360128,0.001084905,0.230383196,0.372344996,0.184705287,0.212566521,1.799,32107.83769,30753.82879,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Rhode Island,2002,1065995,5.5,4.89,0,8.931561593,7.766715604,0.665,2.339598216,3.53,2.4,11,3.001890253,92.73445551,0.064471222,0.06976862,0.072858691,0.072521916,0.058792959,0.068992819,0.158159278,0.140919047,0.053817326,0.038760032,0.065688863,0.055260109,0.020540434,0.814584496,0.047217857,0.004331165,2.579468009,0.076355893,0.013381864,0.001929653,0.001360232,0.019845775,0.043716395,0.084529052,0.12893371,0.891745736,0.172972047,0.012429702,0.002614459,0.263724197,0.268633324,0.24406975,0.223572728,1.799,32698.16565,31452.58366,Non-POC,0,1,42,0,5,2,1,0,0,7,7,0,NA,65
South Carolina,2002,4107795,12.97,11.74,3.207316821,29.69378949,7.54355804,0.629,2.653978594,2.41,2.3,14.3,0.973758428,94.58364459,0.066478731,0.073520465,0.072524554,0.072625825,0.064552637,0.069794135,0.150496556,0.141116584,0.05685532,0.04394304,0.067385544,0.041740155,0.012710225,0.657321264,0.291761152,0.003370908,1.017382805,0.024647043,0.002717029,0.000652418,0.000451094,0.071014301,0.007802271,0.099276085,0.033048207,0.739549334,0.217114417,0.008271591,0.000633673,0.199569122,0.310313082,0.250841214,0.239276582,1.799,26262.92385,25055.62646,Non-POC,8,27,2175,0,487,56,10,188,0,41,176,0,NA,3168
South Dakota,2002,760020,17.17,9.82,0,58.2642562,7.514775927,0.731,1.688113471,2.39,2.34,11.5,NA,98.7874286,0.069279756,0.076447988,0.082178101,0.073461225,0.057527433,0.060211573,0.144822505,0.138531881,0.049255283,0.039246336,0.068404779,0.052032841,0.021678377,0.873004658,0.007636641,0.082024157,0.685245125,0.014204889,0.000357885,0.002522302,0.000251309,0.00470673,0.003162958,0.098909803,0.019977184,0.384662588,0.140872788,0.012318097,0.00082761,0.204517786,0.354311043,0.17154124,0.269629931,1.799,28538.07671,26452.17899,Non-POC,0,3,300,0,154,3,5,10,0,9,58,0,NA,542
Tennessee,2002,5795918,13.07,15.61,0.000517606,38.48363624,7.668968056,0.654,2.78782412,2.6,1.86,14.8,1.483802911,95.02576321,0.066550631,0.070855902,0.067852237,0.07104017,0.065478325,0.071825378,0.153424876,0.142713717,0.056461979,0.044227161,0.067238529,0.042410538,0.014151339,0.785367391,0.165094468,0.002550588,1.139508875,0.023451505,0.001393049,0.00057368,0.000360254,0.074724899,0.008284462,0.091717282,0.03883256,0.689220317,0.223182866,0.009206652,0.000607324,0.186366665,0.323440914,0.237988412,0.252204009,1.799,28613.1184,27086.80156,POC,0,0,801,0,0,0,0,0,0,0,0,0,NA,801
Texas,2002,21690325,9.94,8.33,4.371534313,30.64707421,7.275492645,0.681,2.218454541,2.92,2.21,15.6,1.881022991,98.72665672,0.075565673,0.078456639,0.077419402,0.076977408,0.072665578,0.075771479,0.153664687,0.130185832,0.04705213,0.034996248,0.053821969,0.033540945,0.010997438,0.509573508,0.113757217,0.003375514,3.044933628,0.322543346,0.004179421,0.003767302,0.00148149,0.045987375,0.152899475,0.068147378,0.151026083,0.842353231,0.155974586,0.008831495,0.002041371,0.217166994,0.25950359,0.278184517,0.245144899,1.799,29326.84825,27911.90661,Non-POC,31,343,5072,2,754,171,19,315,1,364,890,0,NA,7962
Utah,2002,2324815,1.2,11.96,0,26.54404759,7.121482785,0.716,2.035860918,1.31,1.3,9.9,2.02166624,100.6134514,0.084000232,0.084395102,0.091321245,0.10468876,0.078334405,0.069504885,0.127980076,0.111537907,0.039089992,0.029345561,0.045126171,0.030143474,0.009872614,0.843887363,0.007929233,0.011421554,2.48875717,0.09239832,0.001542918,0.002502135,0.001024168,0.007330077,0.038987943,0.058542519,0.083332568,0.803944963,0.101947048,0.012463787,0.00194295,0.202458025,0.286614375,0.179168295,0.331759305,1.799,25959.97777,24311.88327,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Vermont,2002,615442,17.17,14.93,0,33.28177147,7.855492475,0.71,1.645971513,3.05,2.48,9.9,NA,96.65259667,0.062286942,0.073761622,0.078787278,0.064462614,0.051289967,0.064342375,0.159631614,0.160279929,0.060387494,0.043021113,0.066024093,0.045113918,0.016765187,0.958784093,0.005852704,0.003811895,1.014555393,0.009305507,0.000454958,0.000233978,0.000155985,0.001307581,0.000605199,0.093123087,0.044406879,0.284943821,0.193329396,0.010719125,0.0005362,0.272284269,0.351388656,0.163931895,0.21239518,1.799,30566.98166,29664.53696,Non-POC,0,1,69,0,33,28,116,6,0,3,11,0,NA,267
Virginia,2002,7286873,9.45,10.21,0,26.31979451,7.484322836,0.683,2.363153578,1.55,2,9.9,1.537010457,96.21624824,0.065963411,0.070867984,0.069767238,0.06992533,0.065265581,0.074520854,0.163906109,0.145444418,0.056015385,0.040859776,0.06054888,0.039143814,0.01251648,0.692971457,0.194536532,0.002684142,4.203654983,0.046395484,0.003973309,0.001004821,0.000720748,0.078390553,0.019877543,0.100104507,0.09912432,0.781150536,0.15995385,0.014278827,0.001398131,0.300755643,0.280927205,0.191233285,0.227083868,1.799,34153.97443,32962.0856,POC,6,6,469,3,1,6,2,33,1,0,0,0,NA,527
Washington,2002,6052349,3.28,11.34,8.351963841,31.96097912,7.602636596,0.67,1.639528719,1.39,2.17,11,2.296628962,99.30402385,0.067712387,0.073616046,0.071887626,0.071414752,0.064676707,0.073717989,0.157796584,0.148290688,0.054800376,0.038488527,0.056417599,0.040853725,0.014660424,0.77942498,0.032831055,0.014380863,6.358969055,0.074135679,0.001872496,0.002302247,0.001376821,0.015819238,0.020933305,0.113908464,0.117144182,0.777563722,0.184935777,0.027314353,0.002771816,0.24092888,0.284227884,0.1640493,0.310793936,1.799,33629.23847,32083.37743,Partial-Purchase,5,16,1411,4,211,242,5,51,1,31,62,0,NA,2039
West Virginia,2002,1805414,8.85,1.14,0,74.68979414,7.912063383,0.56,1.705426013,1.2,1.74,16.8,2.104780399,95.42475383,0.058284693,0.064143737,0.066926478,0.069120434,0.058710634,0.064207988,0.143737115,0.154767272,0.06058278,0.049571456,0.081453894,0.05478411,0.017481863,0.944315265,0.031707409,0.001935844,0.576765218,0.006896479,0.000404339,0.000134041,0.000104685,0.007163585,0.00073246,0.102027159,0.011684207,0.524092338,0.174268131,0.008498328,0.000235957,0.140555367,0.404484262,0.248476078,0.206484293,1.799,24206.22568,23480.07782,Non-POC,5,0,758,2,187,23,11,46,0,20,58,0,NA,1110
Wisconsin,2002,5445162,5.25,7.57,0,31.91438565,7.658993433,0.725,2.355852774,1.47,2.82,8.6,1.359004562,97.88377863,0.067171372,0.074449025,0.076491572,0.069415382,0.058429667,0.067469251,0.157795856,0.143518228,0.05196356,0.039838484,0.064673191,0.04723955,0.018204784,0.864799247,0.057806728,0.008313068,1.850449996,0.037219095,0.001598116,0.000982524,0.000353525,0.026014024,0.021280513,0.090510598,0.046147496,0.682605055,0.178966975,0.009439756,0.000983442,0.213453439,0.340577949,0.180900657,0.265067956,1.799,31060.03335,30090.49027,Partial-Purchase,4,24,559,2,357,59,0,19,0,32,89,0,NA,1145
Wyoming,2002,500017,17.17,3.56,3.995864141,67.1677163,7.586022075,0.711,2.539913643,1.57,2.57,9,NA,101.7947011,0.064911793,0.073985484,0.081891216,0.074939452,0.057786035,0.061225918,0.146333025,0.158698604,0.056118092,0.042694548,0.064057822,0.040378627,0.01383753,0.884657922,0.007623741,0.021313275,0.668377275,0.062541874,0.000945968,0.002827904,0.000553981,0.001138793,0.007387081,0.10977648,0.025551695,0.300406041,0.162500035,0.011215619,0.001635944,0.166457815,0.347414077,0.152324807,0.333803301,1.799,31441.91217,30101.97665,Non-POC,1,3,250,0,101,15,0,24,0,10,14,0,NA,418
Alabama,2003,4503491,15.06,15.28,0,50.06760311,7.597370573,0.62,2.326417439,3.04,1.9,15,NA,93.77613143,0.066425802,0.072530843,0.07142348,0.072606562,0.062259922,0.067219408,0.145520664,0.141969197,0.057411239,0.045990766,0.07127071,0.04526222,0.01455915,0.694504774,0.259796234,0.005129798,0.852916104,0.019403392,0.001866996,0.000625737,0.000475853,0.080592487,0.004650648,0.090017791,0.018372543,0.704778849,0.194472693,0.009064079,0.000603976,0.19663655,0.303922169,0.254737728,0.244703554,1.84,27045.1087,24981.1663,Non-POC,18,26,2414,5,289,101,22,272,0,64,134,0,NA,3345
Alaska,2003,648414,11.64,2.59,0.047808962,57.15330021,7.093415626,0.721,1.810571641,4.31,2.43,9.6,NA,107.1385217,0.075175736,0.087801929,0.083397336,0.073615005,0.063869688,0.069335332,0.161009787,0.16327223,0.052714778,0.034063114,0.038603423,0.018836731,0.004879599,0.665625665,0.033598904,0.15112567,5.158586952,0.035950797,0.002848489,0.004202562,0.001812114,0.012680675,0.015445929,0.113419445,0.090278754,0.43893225,0.184979926,0.049611822,0.003638108,0.196689875,0.298497988,0.175372684,0.329439453,1.84,35267.93478,33471.375,Non-POC,2,19,558,1,173,22,9,28,0,13,26,0,NA,851
Arizona,2003,5510364,13.56,15.09,3.512109182,26.44453252,7.575397923,0.655,2.022733888,2.17,2.49,13.5,2.431781276,99.35638551,0.070657764,0.074621749,0.070625643,0.073898022,0.069661278,0.070317678,0.142131808,0.1276197,0.052444993,0.043263022,0.069561829,0.045853414,0.013738475,0.621323564,0.031144766,0.044022319,2.175990552,0.25127487,0.004094103,0.007466839,0.002135794,0.014666123,0.120468503,0.106018025,0.169106824,0.83792064,0.192399288,0.012999867,0.003777972,0.220570277,0.269596656,0.212941863,0.296891204,1.84,28446.19565,26292.31957,Non-POC,14,133,1843,0,551,127,284,96,0,62,214,0,NA,3324
Arkansas,2003,2724816,10.78,16.93,0.709038702,55.14097099,7.591595176,0.615,2.122345142,2.65,1.77,17.8,0.844093693,95.81537639,0.066994982,0.071796041,0.071439686,0.072582516,0.063616406,0.064909704,0.141203296,0.136092125,0.057535995,0.047643584,0.073561297,0.048083247,0.016981697,0.773872071,0.155541145,0.006551268,0.991883489,0.038753809,0.001474228,0.000915658,0.000482234,0.036270471,0.01171439,0.092672228,0.037529124,0.50571866,0.181600507,0.011682991,0.000807761,0.148322206,0.357618444,0.235800515,0.258258835,1.84,25461.95652,23947.03043,Non-POC,5,34,1731,0,318,100,19,179,0,27,186,0,NA,2599
California,2003,35253159,11.98,6.13,4.425220446,14.87614202,7.43495668,0.659,2.201901963,3.57,2.23,13.1,1.077917585,99.06344665,0.072291621,0.078911311,0.072603394,0.073898512,0.071339025,0.076481742,0.155613657,0.134326005,0.050030183,0.036843251,0.054737279,0.038428131,0.013077012,0.450200534,0.06288262,0.005051235,12.03745741,0.317208566,0.005849689,0.007756865,0.004689934,0.028361654,0.159191875,0.063418589,0.271966384,0.984122145,0.15763259,0.020244597,0.005741386,0.249733599,0.222615227,0.239279236,0.288371937,1.84,35380.97826,33178.44783,POC,1,2,460,0,0,3,0,3,0,0,0,0,NA,469
Colorado,2003,4528732,6.11,13.32,2.116265657,40.02378591,7.622047408,0.72,2.536250765,1.84,2.6,9.7,2.848479442,100.9898749,0.06684233,0.071894296,0.071937355,0.073935707,0.071121011,0.077449494,0.15784087,0.149252374,0.053676835,0.037667718,0.052123199,0.03358556,0.011496154,0.729750182,0.037129598,0.006691498,2.517018009,0.171212163,0.003491043,0.005768281,0.001476572,0.015982948,0.078010265,0.086786285,0.108462362,0.868508668,0.146792967,0.015259459,0.004051024,0.304774883,0.260473431,0.17148167,0.263270015,1.84,35411.95652,32556.09457,POC,2,1,2519,0,0,5,1,5,0,36,0,0,NA,2569
