state,year,population,firearm_homicide_rate,firearm_suicide_rate,permit_rate,background_check_total,civ_non_institution_pop_rate,labor_force_population_percentage,police_rate,state_imprisonment_rate,alc_per_capita,poverty_rate,cocaine_death_rate,gender_ratio,ages_5_9_pop_percent,ages_10_14_pop_percent,ages_15_19_pop_percent,ages_20_24_pop_percent,ages_25_29_pop_percent,ages_30_34_pop_percent,ages_35_45_pop_percent,ages_45_54_pop_percent,ages_55_59_pop_percent,ages_60_64_pop_percent,ages_65_74_pop_percent,ages_75_84_pop_percent,ages_85_plus_pop_percent,white_nonhispanic_pop_percent,black_nonhispanic_pop_percent,indigenious_nonhispanic_pop_percent,asian_pacific_nonhispanic_pop_perent,white_hispanic_pop_percent,black_hispanic_pop_percent,indigenious_hispanic_pop_percent,asian_pacific_hispanic_pop_percent,black_urban_youth_pop_percent,hispanic_urban_youth_pop_percent,military_veteran_pop_percent,foreign_born_pop_percent,urban_household_pop_percent,single_parent_pop_percent,biracial_nonhispanic_pop_percent,biracial_hispanic_pop_percent,bachelor_degree_pop_percent,high_school_degree_pop_percent,no_highschool_degree_pop_percent,some_college_pop_percent,cpi,income,income_2000,poc_type,denied_adjudicated_mh,denied_alien,denied_crime,denied_dishonorable_discharge,denied_dv_misdemeanor,denied_dv_restraining,denied_fed_denied_person_file,denied_fugitive,denied_renounced_citizen,denied_state_prohibitor,denied_substance_use,denied_under_indictment,reported_adjudicated_mh,denied_total
Alaska,2011,722713,6.25,3,0,97.13122637,7.313719277,0.692,1.831985864,5.24,2.86,11.7,NA,108.5007188,0.071112994,0.070431798,0.070312727,0.078038488,0.080088999,0.069584457,0.127559504,0.150511105,0.071103302,0.05402771,0.052377333,0.021346913,0.006885342,0.636779881,0.031823764,0.144160197,6.551112551,0.040816383,0.003320139,0.005453722,0.002258193,0.009826032,0.028095525,0.094870379,0.099847065,0.700580466,0.186342388,0.063406617,0.006469978,0.240902119,0.276844822,0.160966633,0.321286426,2.24939,50551.92741,39832.62307,Non-POC,22,6,328,1,31,24,0,113,0,22,54,10,1,611
Arizona,2011,6467163,9.73,1.13,5.088166171,38.88521134,7.608263469,0.617,1.937789414,2.02,2.39,17.2,0.863863584,98.87763351,0.069561648,0.069703014,0.070064162,0.071627695,0.068051166,0.065938874,0.127137194,0.130198525,0.059599214,0.057121442,0.080476833,0.044822448,0.016890914,0.574672786,0.038322088,0.040581933,2.963859805,0.27014991,0.006336877,0.012293736,0.003328287,0.016591386,0.130304942,0.079122114,0.152475956,0.87030494,0.197780909,0.017615066,0.00706072,0.257474514,0.247570306,0.191597658,0.303357522,2.24939,35675.00522,26741.87402,Non-POC,85,59,2168,6,378,138,7,675,2,215,441,131,8950,4305
Arkansas,2011,2939493,11.63,0.71,10.23543856,70.15767685,7.663488227,0.605,2.177586407,2.43,1.72,18.7,NA,96.50264031,0.067153513,0.06782219,0.067962391,0.070676912,0.065138976,0.06419262,0.124086652,0.137265878,0.064008861,0.059475472,0.081425421,0.046132224,0.017932105,0.742870852,0.153632292,0.007034206,1.51365938,0.058838102,0.002126154,0.002031892,0.000853796,0.032791376,0.020875353,0.083142744,0.046630845,0.611152625,0.239182031,0.015761373,0.001714739,0.179113123,0.375323244,0.176988254,0.268575378,2.24939,33961.20726,25876.04728,Non-POC,47,21,1224,2,253,121,4,1390,0,48,202,123,1972,3435
California,2011,37676861,8.38,6.04,7.395122433,24.03865333,7.693698528,0.635,2.093937709,2.57,2.25,16.9,0.679190804,98.69631279,0.066728482,0.06805151,0.072944954,0.075975348,0.073692791,0.070051237,0.136977209,0.139453753,0.060636423,0.051516147,0.063193238,0.036809565,0.016690595,0.397759101,0.05819152,0.004364758,13.50880933,0.341671813,0.008065479,0.012263723,0.007267022,0.024102409,0.177051628,0.050104862,0.278181359,0.978565006,0.180038099,0.024931028,0.010397462,0.271830747,0.230734673,0.225016472,0.272418108,2.24939,44852.15992,35325.88391,POC,4,4,1139,1,774,1,2,1,0,4214,0,0,282731,6140
Colorado,2011,5118360,3.88,14.71,0.250080104,65.70385827,7.664290906,0.697,2.387678866,1.87,2.73,13.2,1.798000155,100.4274214,0.068655939,0.06631934,0.06664105,0.069393565,0.074183642,0.071835511,0.137359176,0.143483391,0.066268523,0.056733323,0.064171936,0.03394997,0.014271527,0.698423172,0.038019033,0.006292888,2.908933626,0.184802003,0.00494155,0.009292647,0.002137827,0.018522364,0.077896222,0.073455067,0.102900419,0.881320236,0.166032997,0.019774604,0.007226941,0.357139413,0.227808865,0.141273552,0.273778171,2.24939,44348.91237,33302.55936,POC,101,17,665,2,5,27,4,34,0,4079,1,0,27002,4935
Connecticut,2011,3589893,6.37,5.23,26.06957923,51.83107129,7.887750415,0.676,2.334888533,1.69,2.35,10.1,2.150412111,94.95553165,0.061138214,0.066246335,0.071619774,0.064066168,0.060755411,0.058709155,0.1300831,0.159578132,0.069648966,0.05897308,0.073922159,0.045898483,0.024247152,0.707708425,0.095874443,0.002044307,4.032320256,0.114162398,0.015072968,0.002764811,0.001702707,0.045623312,0.057734909,0.058751427,0.160527019,0.95608044,0.166607273,0.015270355,0.005076384,0.334174368,0.276160439,0.15130446,0.238360734,2.24939,59883.79072,48817.77637,POC,0,1,73,0,2,2,1,4,0,0,1,0,11456,84
Delaware,2011,907924,8.21,6.75,0,24.77079579,7.838673722,0.623,3.174274499,3.36,3.55,13.7,NA,93.84526694,0.062067401,0.062959585,0.068970265,0.071613774,0.064412414,0.06154751,0.12464588,0.146914143,0.066131797,0.061794238,0.083269449,0.046157879,0.017928502,0.648791035,0.210336343,0.003173313,3.375541369,0.066572381,0.00995061,0.003385895,0.001049694,0.073221504,0.030110832,0.083385902,0.103405264,0.786067734,0.262600874,0.019980526,0.003004789,0.248575081,0.334992731,0.171850103,0.244582085,2.24939,43554.91933,33557.48447,Non-POC,3,3,133,0,45,7,0,13,0,29,8,3,0,244
Florida,2011,19096952,10.31,12.85,0.000523644,33.68228605,7.983403844,0.61,2.403263097,1.75,2.54,14.9,1.951983105,95.70455404,0.056700533,0.05945929,0.062554062,0.067327128,0.063347469,0.060117182,0.126283888,0.144487704,0.065120593,0.062446508,0.093637768,0.058484705,0.023880148,0.573287608,0.154451799,0.002559515,2.551335736,0.211056507,0.011227568,0.002223029,0.001398308,0.063171468,0.074236026,0.08302296,0.210897896,0.956997572,0.239604125,0.014419892,0.003862417,0.26391362,0.297815345,0.15286672,0.285404314,2.24939,40538.10144,30713.5001,POC,194,195,2684,3,30,765,2,681,1,4203,53,15,42184,8826
Georgia,2011,9811610,10.71,12.11,9.201140282,37.49578306,7.528344482,0.643,3.986909386,1.52,1.98,18.4,1.029015171,95.45817419,0.070841167,0.071321158,0.071678323,0.07166283,0.068790425,0.068790731,0.141084715,0.142894391,0.060513353,0.053481058,0.064846526,0.032724926,0.012098756,0.554825064,0.303658443,0.002228509,3.45461208,0.074972823,0.007866088,0.002765581,0.001280758,0.104445559,0.040253068,0.069501637,0.108641111,0.839449048,0.217865297,0.015228128,0.002628485,0.252738806,0.287756623,0.183783902,0.275720669,2.24939,36588.14167,28058.60433,Non-POC,53,42,2824,5,418,146,13,1054,0,198,565,842,5280,6160
Hawaii,2011,1377864,17.17,5.13,9.163458803,9.169990652,7.65686599,0.626,2.453798053,1,2.52,12.1,NA,100.3894903,0.060773128,0.059221968,0.060444468,0.071883006,0.072243589,0.066546811,0.126829488,0.138257143,0.06847379,0.062625379,0.077279419,0.04657544,0.023548907,0.226169047,0.016083313,0.002148263,47.12494822,0.030024893,0.001906665,0.00159324,0.018586355,0.003580395,0.042752998,0.071621868,0.207913792,0.702923135,0.227375439,0.191718487,0.040520255,0.273710131,0.30357977,0.129674804,0.293035295,2.24939,42937.86315,33281.88976,POC,1,0,7,0,0,0,0,0,0,0,0,0,1,8
Idaho,2011,1584143,0.71,1.34,10.27937503,67.30200493,7.438817076,0.649,1.941112639,2.23,2.65,15.7,NA,100.3097299,0.07665395,0.074968734,0.072112457,0.069578949,0.066901426,0.066085347,0.121581248,0.130113443,0.062845665,0.056346088,0.072459859,0.038626688,0.01633295,0.837556058,0.005989843,0.011231193,1.367058705,0.102520244,0.001280335,0.005556538,0.001213381,0.003342711,0.037297011,0.066769857,0.07434569,0.605630536,0.118790385,0.01705681,0.003925012,0.216352364,0.293144629,0.171785742,0.318717265,2.24939,33544.20532,25647.9161,Non-POC,22,15,480,2,57,33,9,168,0,52,161,36,0,1035
Illinois,2011,12860012,11.16,5.57,43.07803134,64.46043752,7.734619532,0.662,2.722081441,2.43,2.35,14.2,2.408841474,96.28687313,0.066123876,0.067788509,0.07053794,0.068876572,0.07037265,0.068490405,0.132430379,0.143917906,0.064621579,0.055039854,0.067956364,0.040846822,0.018872366,0.63375798,0.142864751,0.001493046,4.775173146,0.146402921,0.005028884,0.004255616,0.001503697,0.056755577,0.064552388,0.058463365,0.140620749,0.871295341,0.193969525,0.013668009,0.003273365,0.282390481,0.280546326,0.165849777,0.271213416,2.24939,44303.12218,33815.47175,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
Indiana,2011,6516480,7.6,9.14,12.00678894,55.21999607,7.674872017,0.636,1.841945345,2.88,2.02,15.6,0.521718689,96.89446644,0.067780926,0.06956287,0.071859904,0.071344967,0.063935857,0.063903779,0.127538963,0.14345996,0.066088464,0.057146975,0.071246584,0.041976205,0.018305364,0.812812588,0.090831079,0.002211083,1.72056547,0.0544406,0.002972515,0.001600066,0.000673179,0.042492763,0.011711429,0.08069476,0.046718116,0.728428716,0.222571676,0.015337453,0.001915781,0.207964362,0.369569137,0.160063739,0.262402762,2.24939,36356.96789,28734.57693,Non-POC,33,16,1410,3,170,267,2,360,0,350,225,133,3433,2969
Iowa,2011,3065223,0.72,8.3,44.11946537,58.70502733,7.744059731,0.7,1.739188307,1.55,2.37,10.4,NA,98.30414675,0.065861429,0.065906472,0.070561643,0.071254272,0.064122023,0.062577154,0.117695328,0.14078709,0.068165513,0.058912292,0.074316592,0.049866011,0.024866419,0.883012315,0.029567287,0.00285995,1.927740731,0.046213227,0.001386563,0.001749524,0.000580672,0.013275405,0.023573165,0.071748938,0.059923692,0.550382288,0.205426511,0.013668485,0.00168457,0.219935784,0.317733737,0.161992854,0.300337626,2.24939,42058.06908,31381.05175,Partial-Permit,16,6,248,0,25,33,0,58,0,98,64,14,2462,562
Kansas,2011,2869503,6.8,13.48,4.721723588,57.46570051,7.531492387,0.69,2.628329714,1.74,1.9,14.3,NA,98.53353661,0.070729612,0.069820159,0.070808392,0.072034708,0.068537024,0.064709581,0.119799314,0.138645113,0.06527568,0.055480145,0.067973714,0.043835377,0.021089281,0.778744166,0.057493213,0.00806238,2.535175526,0.095956575,0.003514067,0.003578903,0.00098161,0.025711398,0.039951549,0.079527277,0.064720473,0.637592199,0.225166857,0.022641521,0.003675809,0.296080977,0.245212962,0.149682543,0.309023519,2.24939,42403.05149,32635.00771,Non-POC,29,12,533,0,81,60,2,235,0,54,123,56,3435,1185
Kentucky,2011,4369354,7.46,1.04,462.2063124,522.0066857,7.711808199,0.61,2.280886374,3.57,1.79,16,0.732373375,96.8170948,0.064756707,0.06549838,0.066520011,0.06923032,0.064495749,0.06551097,0.130499793,0.145898654,0.067464499,0.060721917,0.076340762,0.042468304,0.016331674,0.861366989,0.07800632,0.002011214,1.237173816,0.026892037,0.001915301,0.000792491,0.000540002,0.026462812,0.015441862,0.071890872,0.047188609,0.54490921,0.250035496,0.014898461,0.001205447,0.208876494,0.325091205,0.194904701,0.271127601,2.24939,34577.81888,26473.93471,Non-POC,46,16,975,3,392,236,0,653,0,62,579,158,92,3120
Louisiana,2011,4575404,16.86,13.68,0,57.82046788,7.59866014,0.596,3.882717242,3.59,2.57,21.1,1.202228889,95.83976409,0.067078481,0.06782175,0.068322364,0.076027657,0.07342556,0.067561169,0.122592356,0.141113522,0.065884005,0.056616098,0.070227974,0.039779966,0.015002444,0.601179874,0.319896126,0.006273408,1.64013197,0.036855859,0.003777992,0.00108867,0.000636588,0.114243891,0.012663704,0.075276218,0.031425887,0.837106809,0.305942806,0.012289513,0.001600651,0.236136744,0.291773223,0.206157107,0.265932926,2.24939,38505.99496,29483.27591,Non-POC,38,11,1622,0,397,173,0,1282,0,108,394,303,1,4328
Maine,2011,1328231,1.02,14.4,0,55.0559353,8.123782685,0.648,1.754212934,0.71,2.6,13.4,NA,95.93657876,0.055239283,0.058704728,0.065126569,0.060317718,0.055460674,0.054935059,0.124447276,0.161665793,0.078793314,0.071742693,0.087651961,0.052404124,0.022584129,0.943063387,0.012299995,0.006271235,1.085417721,0.011174215,0.000634051,0.000406636,0.000240217,0.003540951,0.003797463,0.106510408,0.035291603,0.476458903,0.212390046,0.014182571,0.000873515,0.259570106,0.324478813,0.146289203,0.269661878,2.24939,38597.13078,30124.03363,Non-POC,1,3,135,0,52,34,1,94,0,5,33,4,35,362
Maryland,2011,5843603,11.08,6.03,0.049626917,17.62953438,7.795500481,0.68,2.72092406,1.69,2.19,9.3,1.527034778,93.80824208,0.062706621,0.064907845,0.068932581,0.068470841,0.068820312,0.065636052,0.133695982,0.154593911,0.06678116,0.057579219,0.069006343,0.038408452,0.017525412,0.542011923,0.291797098,0.002420456,5.802470087,0.067596821,0.009096347,0.002953733,0.001475241,0.106365012,0.038213203,0.07099858,0.162544344,0.965524556,0.199729512,0.021086184,0.003537497,0.337167242,0.269935489,0.153071117,0.239826152,2.24939,51799.82128,39983.43462,Partial-Purchase,13,3,624,2,12,30,0,43,0,71,39,14,58,851
Massachusetts,2011,6611923,3.75,0.17,12.67331758,23.21367021,8.006608667,0.655,2.573835176,0.46,2.54,10.6,3.081577087,93.80003142,0.057895144,0.060904591,0.070648885,0.072663652,0.069085708,0.063024468,0.130821947,0.153071197,0.067526313,0.059326897,0.071806748,0.045070626,0.022612821,0.761639054,0.064909323,0.001780654,5.672971901,0.077087308,0.013847026,0.002837038,0.001384566,0.031619673,0.048312761,0.062100198,0.16689369,0.971123242,0.185424561,0.015426536,0.004358776,0.359165402,0.267644363,0.148113107,0.225077127,2.24939,54327.17314,42319.86539,Non-POC,0,7,81,0,0,8,0,7,0,13,3,1,1,120
Michigan,2011,9876213,12.26,8.97,20.36640968,36.11050106,7.847194061,0.605,2.072353037,1.33,2.25,15,1.539055508,96.30878933,0.063185948,0.067611639,0.072469074,0.070688835,0.059320494,0.058890774,0.125509723,0.150046389,0.070859852,0.061441553,0.075607731,0.044913737,0.020076853,0.76438638,0.140330303,0.00559365,2.546890762,0.03831798,0.002878334,0.001398514,0.000474272,0.055800267,0.025664498,0.065856721,0.08358827,0.840214653,0.20298837,0.019012071,0.002139588,0.231129203,0.313913674,0.160256738,0.294700385,2.24939,37343.01299,28694.00326,Partial-Permit,91,23,2814,3,124,75,0,240,0,636,197,11,100183,4214
Minnesota,2011,5348562,0.88,8.26,23.23241275,63.10742962,7.758872385,0.71,1.667924949,1.35,2.47,10,0.729672858,98.6079894,0.066791097,0.066140326,0.068720589,0.066255179,0.069421304,0.066921476,0.125391533,0.149478663,0.067486013,0.056528781,0.068545878,0.041739876,0.020487968,0.82655355,0.052699727,0.010555434,4.264186442,0.040789814,0.001920887,0.002411538,0.000744486,0.025835535,0.021926969,0.071047809,0.080440319,0.735936421,0.159532865,0.019307265,0.002375436,0.297441393,0.264904002,0.131979236,0.30567537,2.24939,45214.03581,34573.35722,Non-POC,20,15,673,1,79,45,0,132,0,251,95,70,4495,1381
Mississippi,2011,2978162,15.34,15.64,1.636915655,62.13866136,7.534502824,0.598,2.138903122,2.83,2.22,17.4,NA,94.50757922,0.068884066,0.070164355,0.072741391,0.073525954,0.066038008,0.064828921,0.124673378,0.137978715,0.064158213,0.05701788,0.073595477,0.041500585,0.015428628,0.578515791,0.369989844,0.004734249,0.934355953,0.022584747,0.002902146,0.000967606,0.000474567,0.063702999,0.007771963,0.059170052,0.029135454,0.436769745,0.332175431,0.009412074,0.001075416,0.193415394,0.301901227,0.220486153,0.284197226,2.24939,31975.7801,24642.76093,Non-POC,21,7,685,2,43,25,1,507,0,17,140,190,2,1638
Missouri,2011,6010717,11.93,14.44,4.607936125,65.70314324,7.732756342,0.656,2.624978018,2.99,2.45,15.4,0.964947773,96.08372809,0.06483658,0.066047505,0.068713438,0.069986922,0.067109519,0.063976387,0.122555854,0.145298222,0.066688407,0.058740691,0.076607745,0.045832806,0.019473968,0.808405765,0.115296292,0.004079178,1.805256993,0.031253452,0.001861644,0.001105938,0.000574183,0.045940948,0.016341713,0.081300647,0.041076368,0.781249029,0.194486848,0.017690357,0.001680621,0.225505036,0.308392013,0.174781964,0.291320987,2.24939,38041.86913,29250.55148,Non-POC,88,11,1210,4,120,189,1,768,0,210,556,281,32034,3438
Montana,2011,997821,0.87,3.42,7.818035499,109.2119729,7.85747143,0.639,2.030424295,2.07,2.97,16.5,NA,100.7139693,0.061517797,0.061547891,0.06626668,0.06926608,0.064079826,0.061272027,0.112683149,0.144757671,0.077350416,0.068058295,0.08384176,0.046612082,0.020517301,0.875352354,0.004449946,0.060920926,0.727479922,0.023256887,0.000466462,0.00400455,0.000391226,0.000499928,0.004857822,0.100912081,0.029064791,0.361190159,0.241417564,0.021543517,0.002339331,0.265171069,0.310757728,0.121209145,0.302862059,2.24939,36958.90886,29222.22647,Non-POC,26,7,463,1,46,95,4,198,0,16,70,26,3,952
Nebraska,2011,1842283,5.21,8.28,17.53205126,35.74912215,7.602154501,0.716,2.064829345,1.33,2.28,10.2,NA,98.64555997,0.070815105,0.067507185,0.070375279,0.070343786,0.069822512,0.06573431,0.119550444,0.137741286,0.065434577,0.055941413,0.068164751,0.045437737,0.021776774,0.817142429,0.045310134,0.00814491,1.904171334,0.083365868,0.002354965,0.005047672,0.001230967,0.020716149,0.036893924,0.074305216,0.094861164,0.608148894,0.174922253,0.01547913,0.002882212,0.252938893,0.299252892,0.158988045,0.28882017,2.24939,43819.88006,34698.90593,Partial-Permit,8,9,261,0,19,7,0,41,0,14,29,10,2,398
Nevada,2011,2718379,7.55,0.41,5.254969966,43.68044338,7.712791336,0.655,2.029150461,2.17,3.35,15.5,1.615673798,101.6732341,0.066941361,0.067127148,0.065044865,0.067243403,0.071947671,0.071061413,0.139354051,0.138549833,0.062041741,0.058048614,0.076376018,0.03674715,0.011867543,0.535263431,0.078474856,0.008730506,7.935669954,0.240358035,0.008230537,0.00727254,0.005404739,0.030328718,0.113252573,0.080080351,0.204412671,0.905627782,0.217780099,0.028647215,0.008261441,0.219501428,0.311482657,0.170759864,0.298256051,2.24939,37744.89973,29624.13543,POC,0,0,0,0,2,0,0,0,0,1554,0,0,608,1556
New Hampshire,2011,1318473,0.16,7.71,19.70916356,69.0071014,8.02859065,0.696,2.094089147,1.32,4.77,7.6,1.744811462,97.41939445,0.057825531,0.062721822,0.071117955,0.064745571,0.056300892,0.05509711,0.130081276,0.169321384,0.075507549,0.065853779,0.07671209,0.043438554,0.019649636,0.921464412,0.010994846,0.002057883,2.299398109,0.024721905,0.001962309,0.000663711,0.000436153,0.004298631,0.008196321,0.084050074,0.059310663,0.602214093,0.158874904,0.013317455,0.001387345,0.33618711,0.256431981,0.126380292,0.281000617,2.24939,48005.01469,38001.44928,Partial-Purchase,1,2,166,0,81,11,12,58,0,239,27,3,2,600
New Jersey,2011,8841243,7.99,3.69,0,6.815331283,7.839284589,0.659,3.366042535,1.2,2.36,11.4,1.349029691,94.98721131,0.063416778,0.066019695,0.067450044,0.062179992,0.063176521,0.063942517,0.136957706,0.155716184,0.066359108,0.056752896,0.071581335,0.044412616,0.020977662,0.587610267,0.12890836,0.001438263,8.647467058,0.152950006,0.017286409,0.004283811,0.002146937,0.055421097,0.09094857,0.042545678,0.248182317,1,0.187816647,0.013429408,0.005471868,0.317562424,0.293710925,0.159908806,0.228817845,2.24939,53555.85292,41019.21143,POC,0,0,26,0,0,20,0,3,0,127,0,0,16,176
New Mexico,2011,2077756,8.45,1.45,3.086502939,55.64657255,7.61131721,0.588,2.228846891,1.68,2.35,22.2,2.545355351,97.684391,0.069315084,0.068637907,0.070461039,0.070915377,0.067925596,0.063534295,0.118896264,0.137424534,0.067016918,0.0611134,0.07692863,0.042539889,0.016100155,0.401473906,0.017498787,0.085594279,1.396755327,0.432127346,0.006454597,0.016840862,0.003175078,0.007614133,0.137984308,0.088340434,0.104183027,0.714641076,0.262767093,0.013767817,0.009099774,0.262608422,0.247356558,0.202678468,0.287356551,2.24939,34556.03519,26830.67676,Non-POC,43,21,741,2,216,63,0,568,0,43,51,52,5758,1800
New York,2011,19519529,5.59,4.58,1.919052453,13.92641185,7.939075784,0.614,3.232916122,1.22,2.11,16,2.409428479,93.90470013,0.059219449,0.061432149,0.06832703,0.073523336,0.072329565,0.067290176,0.131298277,0.147106078,0.065090484,0.057407746,0.071870443,0.044346692,0.020757876,0.579485324,0.145819459,0.002907606,7.727600396,0.134336988,0.029016245,0.006561332,0.002684574,0.065571054,0.072493525,0.04925963,0.243712438,0.911331209,0.204862244,0.014976976,0.006935492,0.299922663,0.279640281,0.18213697,0.238300086,2.24939,51597.98879,39570.04254,Non-POC,88,29,873,1,87,208,6,163,0,895,184,18,160420,2552
North Carolina,2011,9650963,9.53,12.08,17.3628269,38.87808916,7.687972692,0.624,2.578706394,1.19,2.01,15.4,1.832981045,95.07345127,0.065768803,0.066535133,0.067826769,0.070927275,0.065415909,0.06511631,0.136318139,0.142136969,0.064159355,0.058669308,0.075169048,0.041219443,0.015963154,0.650380112,0.212893798,0.011464213,2.364642645,0.070591766,0.006652841,0.004034072,0.001284599,0.055825865,0.028864195,0.07188431,0.072316961,0.670677076,0.222831543,0.016194036,0.002858136,0.244676186,0.286616035,0.185844268,0.282863511,2.24939,36621.92861,28068.55636,Partial-Permit,83,32,1735,5,85,108,41,372,0,812,163,89,23194,3525
North Dakota,2011,685476,17.17,11.84,8.462732466,89.03593999,7.771665237,0.73,2.040917552,1.4,3.18,9.9,NA,102.6957832,0.061193289,0.058315202,0.069272666,0.089191478,0.074669626,0.063853803,0.109960136,0.137456011,0.069355899,0.056246076,0.069712191,0.048991721,0.025051473,0.884834192,0.013030971,0.052934305,1.123052436,0.017521137,0.000667319,0.002581663,0.000331469,0.002422781,0.005349651,0.075606981,0.021927403,0.483529471,0.208968437,0.015637457,0.001230962,0.262984212,0.257886823,0.141752558,0.337376407,2.24939,47860.97564,36814.86092,Non-POC,9,4,188,0,62,6,1,81,0,259,40,14,1,664
Ohio,2011,11544824,9.44,9.05,0.000259857,40.62201381,7.791275987,0.642,2.04663146,1.92,2.02,15.1,2.728465456,95.48942672,0.063918633,0.066826459,0.069788255,0.067634284,0.062215052,0.061122906,0.125295105,0.148014282,0.06987965,0.06141511,0.075220569,0.046674478,0.020578374,0.809458222,0.12144691,0.001852065,1.786676499,0.026111092,0.002901848,0.000762345,0.000426567,0.050088969,0.012183689,0.077353932,0.039267557,0.772560199,0.243497433,0.017583225,0.001590962,0.199358222,0.377098702,0.165780431,0.257762645,2.24939,38806.96544,29969.39437,Non-POC,105,15,1122,3,84,246,1,469,0,1421,183,62,27607,3711
Oklahoma,2011,3786274,10.54,2.27,0.000264112,71.78983877,7.567991646,0.619,2.079088835,1.97,1.92,13.9,1.002239742,97.9271474,0.06915164,0.06806954,0.068311797,0.073157207,0.070258045,0.065936249,0.121797818,0.13633484,0.064024345,0.056685561,0.075636843,0.043758216,0.016828295,0.682623152,0.07294718,0.08275609,1.910662279,0.074567953,0.003072467,0.007650786,0.000991221,0.027281231,0.030263299,0.079137103,0.045375513,0.68879623,0.220832916,0.051399491,0.004885037,0.225423593,0.322568023,0.174516046,0.277492338,2.24939,39036.80553,29887.48149,Non-POC,26,12,806,3,207,88,3,661,0,113,206,321,3,2446
Oregon,2011,3868031,2.6,15.3,0.149430033,54.23457051,7.91747274,0.651,5.947728961,1.37,2.59,14.4,0.826476377,97.91221376,0.061342346,0.062665989,0.064364195,0.067429243,0.068394361,0.068670368,0.129946752,0.136914956,0.071406898,0.065418039,0.078875899,0.042918948,0.020651889,0.782137928,0.017251856,0.011218505,4.146260391,0.103735923,0.002351879,0.006361093,0.001614136,0.008844446,0.032771092,0.079664647,0.09768797,0.761832346,0.180821978,0.028458461,0.005407615,0.278871453,0.277036604,0.129493134,0.31459881,2.24939,37511.94768,28928.25877,POC,1,0,1,0,0,0,0,0,0,4663,0,0,24729,4665
Pennsylvania,2011,12744293,9.76,10.75,0.251798982,56.41223095,7.938019002,0.632,2.161516531,1.44,2.33,12.6,1.695063426,95.24879383,0.058788677,0.061592062,0.069475722,0.069680387,0.062709947,0.059029362,0.12345816,0.150137046,0.070946513,0.061991189,0.078448232,0.052079247,0.024731513,0.79074931,0.105559441,0.001372853,2.907372635,0.045568203,0.008267014,0.001867955,0.000926719,0.044138297,0.026299371,0.076087393,0.078744075,0.821440702,0.210307461,0.01385542,0.00275936,0.246134547,0.370659841,0.156906477,0.226299135,2.24939,44018.15603,33800.16093,POC,17,4,2520,0,1,166,1,109,0,4209,0,0,1,7027
Rhode Island,2011,1052451,1.08,0.3,0,16.41026518,8.012715081,0.664,2.374457338,0.84,2.55,13.4,4.090166289,93.70264001,0.057079097,0.059658567,0.073904581,0.079645185,0.06338901,0.059747908,0.125484482,0.152444414,0.069499332,0.059512201,0.072776419,0.047356186,0.025890697,0.762391247,0.054952032,0.004236072,3.100306609,0.097962846,0.01835948,0.004780669,0.002185992,0.030376874,0.058432873,0.064865067,0.150068938,1,0.235468677,0.018311958,0.005816639,0.271713331,0.287756138,0.186893424,0.253637107,2.24939,44292.00806,34148.48203,Non-POC,0,1,63,0,8,6,1,55,0,0,16,4,0,154
South Carolina,2011,4672637,12.73,16.03,11.15558517,49.0983999,7.730420745,0.602,2.749839117,1.57,2.31,19,1.325004328,94.59923189,0.063415415,0.064346132,0.068192052,0.073472889,0.065023678,0.063159677,0.126958806,0.140890877,0.066401883,0.063255552,0.082813225,0.042368253,0.015740644,0.640855138,0.276274711,0.003623995,1.392522252,0.042902415,0.004513194,0.001727037,0.000825425,0.071657365,0.018761177,0.078209387,0.050086147,0.677428002,0.255949539,0.013758297,0.001594566,0.208316157,0.320369984,0.189318974,0.281994885,2.24939,34219.94407,26064.37034,Non-POC,43,14,2099,2,70,90,3,598,0,97,338,180,19,3534
South Dakota,2011,824398,17.17,11.43,0,84.49074355,7.561614657,0.707,1.898354921,3.44,2.77,14.5,NA,100.662915,0.069176936,0.065767643,0.070141303,0.070614984,0.067853057,0.063338507,0.112849158,0.138791116,0.068018238,0.057657973,0.071117816,0.048024019,0.02382861,0.84267822,0.013623809,0.085357411,1.068212569,0.021944815,0.000585422,0.004646937,0.000427528,0.003105609,0.013664357,0.084803559,0.047000681,0.496044036,0.195848168,0.018228237,0.001825496,0.234168318,0.308198187,0.147509271,0.310124224,2.24939,44240.88308,34064.27254,Non-POC,8,3,232,1,32,26,0,49,0,11,77,11,2,450
Tennessee,2011,6397634,11.35,16.34,15.0364963,70.51153598,7.771099441,0.629,2.668642814,2.23,2.04,16.3,2.092653646,95.04620861,0.064390229,0.065930343,0.066778961,0.068983211,0.065249322,0.064879889,0.131987478,0.14398742,0.066607612,0.060945102,0.078468879,0.042540658,0.016151417,0.754392592,0.166439842,0.00260542,1.556248076,0.040114404,0.002677493,0.001592801,0.000824229,0.064067401,0.020020948,0.068835361,0.059236088,0.748693166,0.212800454,0.014207162,0.001583576,0.218313516,0.341288439,0.19163358,0.248764464,2.24939,37323.00757,28935.91418,POC,2,0,851,0,0,0,0,1,0,5774,0,0,3199,6628
